comment_id,teks_komentar,teks_preprocessed,jumlah_duplikat_teks,is_spam_candidate,tanggal_komentar,username,post_tanggal,sumber,Label_Sentimen,teks_bersih
17959821411074958,"Bilangin ketua lu, besok besok beli kapal perang sekalian 😂",bilangin ketua beli kapal perang sekali,1,False,2026-04-11 16:41:38+00:00,nuuazm,2026-01-26,IG @badangizinasional.ri,Kontra,bilangin ketua kamu besok besok beli kapal perang sekalian
18002064725869314,"Banyak pihak menilai harga sekitar Rp48 juta per unit terlalu tinggi untuk sebuah motor listrik operasional.
​Kesenjangan Prioritas: Ada kekhawatiran bahwa anggaran sebesar itu lebih bermanfaat jika dialokasikan langsung untuk meningkatkan kualitas nutrisi makanan atau menambah jumlah penerima manfaat, terutama di daerah yang sangat membutuhkan.
​Efisiensi: Jika dikalikan dengan puluhan ribu unit, total anggarannya mencapai triliunan rupiah. Publik mempertanyakan apakah mobilitas Kepala SPPG tidak bisa dilakukan dengan kendaraan yang lebih ekonomis.
​2. Kendala Infrastruktur di Pelosok
​Program MBG ditargetkan menjangkau seluruh Indonesia, termasuk daerah terpencil (3T).
​Masalah Pengisian Daya: Di banyak wilayah pedesaan atau pegunungan, stabilitas listrik masih menjadi masalah. Jika akses listrik terbatas, motor listrik seharga Rp48 juta tersebut berisiko menjadi aset yang ""mangkrak"" atau tidak bisa digunakan secara maksimal.
​Medan Berat: Meskipun motor yang dipilih bertipe trail, ketahanan baterai dan motor listrik pada medan yang sangat ekstrem (lumpur dalam atau tanjakan curam yang terus-menerus) masih diragukan dibandingkan motor konvensional.
​3. Biaya Perawatan dan Depresiasi Tinggi
​Suku Cadang: Komponen motor listrik, terutama baterai, memiliki harga yang sangat mahal (bisa mencapai 40-50% dari harga motor). Jika baterai rusak setelah masa garansi habis, beban biaya perawatan bagi negara akan sangat besar.
​Nilai Jual Kembali: Teknologi motor listrik berkembang sangat cepat, sehingga nilai aset ini akan turun drastis (depresiasi tinggi) dalam beberapa tahun ke depan dibandingkan motor bensin.
​4. Potensi Penyalahgunaan Aset
​Karena motor ini diberikan kepada individu (Kepala SPPG), ada risiko pengawasan yang lemah:
​Penggunaan Non-Dinas: Ada potensi motor digunakan untuk kepentingan pribadi atau keluarga, bukan untuk memantau dapur gizi.
​Pengawasan Aset: Mengawasi puluhan ribu aset bergerak di seluruh pelosok Indonesia sangatlah sulit. Risiko kehilangan atau kerusakan akibat kelalaian pemakai cukup tinggi.
​5. Kecemburuan Sosial
​Pemberian fasilitas mewah berupa motor seharga hampir Rp50 juta kepada pejabat pengelola di saat masyarakat sedang kesulit",pihak nilai harga sekitar rp juta per unit terlalu tinggi buah motor listrik operasional senjang prioritas khawatir bahwa anggar besar manfaat alokasi langsung tingkat kualitas nutrisi makan tambah jumlah terima manfaat utama daerah butuh efisiensi kali puluh ribu unit total anggar capai triliun rupiah publik tanya apakah mobilitas kepala sppg laku kendara ekonomis kendala infrastruktur pelosok program makan gizi gratis target jangkau seluruh indonesia masuk daerah pencil masalah isi daya wilayah desa gunung stabilitas listrik masalah akses listrik batas motor listrik harga rp juta risiko aset mangkrak guna cara maksimal medan berat motor pilih tipe trail tahan baterai motor listrik medan ekstrem lumpur tanjak curam terusmenerus ragu banding motor konvensional biaya awat depresiasi tinggi suku cadang komponen motor listrik utama baterai milik harga mahal capai harga motor baterai rusak masa garansi habis beban biaya awat negara besar nilai jual kembali teknologi motor listrik kembang cepat sehingga nilai aset turun drastis depresiasi tinggi tahun depan banding motor bensin potensi penyalahgunaan aset motor beri individu kepala sppg risiko awas lemah guna nondinas potensi motor guna penting pribadi keluarga pantau dapur gizi awas aset awas puluh ribu aset gerak seluruh pelosok indonesia sangat sulit risiko hilang rusa akibat lalai pakai tinggi cemburu sosial beri fasilitas mewah upa motor harga hampir rp juta jabat kelola masyarakat sulit,2,False,2026-04-11 08:32:37+00:00,rahmathidayat01200,2026-01-26,IG @badangizinasional.ri,Kontra,banyak pihak menilai harga sekitar rp juta per unit terlalu tinggi untuk sebuah motor listrik operasional kesenjangan prioritas ada kekhawatiran bahwa anggaran sebesar itu lebih bermanfaat jika dialokasikan langsung untuk meningkatkan kualitas nutrisi makanan atau menambah jumlah penerima manfaat terutama di daerah yang sangat membutuhkan efisiensi jika dikalikan dengan puluhan ribu unit total anggarannya mencapai triliunan rupiah publik mempertanyakan apakah mobilitas kepala sppg tidak bisa dilakukan dengan kendaraan yang lebih ekonomis kendala infrastruktur di pelosok program makan bergizi gratis ditargetkan menjangkau seluruh indonesia termasuk daerah terpencil t masalah pengisian daya di banyak wilayah pedesaan atau pegunungan stabilitas listrik masih menjadi masalah jika akses listrik terbatas motor listrik seharga rp juta tersebut berisiko menjadi aset yang mangkrak atau tidak bisa digunakan secara maksimal medan berat meskipun motor yang dipilih bertipe trail ketahanan baterai dan motor listrik pada medan yang sangat ekstrem lumpur dalam atau tanjakan curam yang terusmenerus masih diragukan dibandingkan motor konvensional biaya perawatan dan depresiasi tinggi suku cadang komponen motor listrik terutama baterai memiliki harga yang sangat mahal bisa mencapai dari harga motor jika baterai rusak setelah masa garansi habis beban biaya perawatan bagi negara akan sangat besar nilai jual kembali teknologi motor listrik berkembang sangat cepat sehingga nilai aset ini akan turun drastis depresiasi tinggi dalam beberapa tahun ke depan dibandingkan motor bensin potensi penyalahgunaan aset karena motor ini diberikan kepada individu kepala sppg ada risiko pengawasan yang lemah penggunaan nondinas ada potensi motor digunakan untuk kepentingan pribadi atau keluarga bukan untuk memantau dapur gizi pengawasan aset mengawasi puluhan ribu aset bergerak di seluruh pelosok indonesia sangatlah sulit risiko kehilangan atau kerusakan akibat kelalaian pemakai cukup tinggi kecemburuan sosial pemberian fasilitas mewah berupa motor seharga hampir rp juta kepada pejabat pengelola di saat masyarakat sedang kesulit
17855181948567147,SAYA PRIBADI BERDO'A AGAR PETINGGI BGN/MBG MATI DENGAN MENGENASKAN.. Aamiin..,pribadi doa petinggi bgnmbg mati enas aamiin,1,False,2026-01-31 06:19:22+00:00,andy_fehunk,2026-01-26,IG @badangizinasional.ri,Kontra,saya pribadi berdoa agar petinggi bgnmbg mati dengan mengenaskan aamiin
18202756438341635,BUBARKAN MBG,bubar makan gizi gratis,15,True,2026-04-15 00:35:38+00:00,sertyaniy,2026-01-26,IG @badangizinasional.ri,Kontra,bubarkan makan bergizi gratis
18144652618497946,stop mbg atau stop bayar pajak?,stop makan gizi gratis stop bayar pajak,1,False,2026-04-19 14:53:24+00:00,g0jekindonesiaa,2026-01-26,IG @badangizinasional.ri,Kontra,stop makan bergizi gratis atau stop bayar pajak
18582035881026774,Heh Botol !,heh botol,1,False,2026-04-27 07:52:18+00:00,stephopizt,2026-01-26,IG @badangizinasional.ri,Kontra,heh botol
18104451724736484,"Pak/bu minta tolong dong ditindak tegas dapur sppg di dramaga bogor yg masih beroperasi tanpa adanya ahli gizi.
Jadi posisinya ahli gizi ini sudah resign didapur sppg tersebut tapi pihak dapur/mitra/yayasan tidak mau mencabut nama ahli gizi di bgn pusat dan tetap memaksakan beroperasi tanpa adanya ahli gizi.
Tolong tindak tegas karna itu bakal menciderai citra program bapak presiden jika tidak segera di tindak tegas.
Terimakasih.",pakbu minta tolong tindak tegas dapur sppg dramaga bogor operasi tanpa ada ahli gizi posisi ahli gizi resign dapur sppg tapi pihak dapurmitrayayasan cabut nama ahli gizi badan gizi nasional pusat tetap paksa operasi tanpa ada ahli gizi tolong tindak tegas bakal menciderai citra program bapak presiden segera tindak tegas terimakasih,2,False,2026-04-16 01:22:26+00:00,ilhamfajari_,2026-01-26,IG @badangizinasional.ri,Kontra,pakbu minta tolong dong ditindak tegas dapur sppg di dramaga bogor yang masih beroperasi tanpa adanya ahli gizi jadi posisinya ahli gizi ini sudah resign didapur sppg tersebut tapi pihak dapurmitrayayasan tidak mau mencabut nama ahli gizi di badan gizi nasional pusat dan tetap memaksakan beroperasi tanpa adanya ahli gizi tolong tindak tegas karena itu bakal menciderai citra program bapak presiden jika tidak segera di tindak tegas terimakasih
17932425462068373,"SEMUA ANGGARAN DI MARKUP? ANGGARAN ZOOM 5,7M? YANG BENER WOYY",anggar markup anggar zoom woyy,1,False,2026-04-25 00:34:13+00:00,mnrlmuttaqin,2026-01-26,IG @badangizinasional.ri,Kontra,semua anggaran di markup anggaran zoom m yang bener woyy
18025543145684580,Saran saya inget kehidupan setelah mati. Nikmat di dunia cuman sebentar,saran inget hidup mati nikmat dunia cuman sebentar,1,False,2026-04-26 15:38:21+00:00,imandabastian,2026-01-26,IG @badangizinasional.ri,Kontra,saran saya inget kehidupan setelah mati nikmat di dunia cuman sebentar
18087166781216858,Wooo korup korupp korupppp wooo tablet korup motor korupp,wooo korup korupp korupppp wooo tablet korup motor korupp,1,False,2026-04-10 10:20:48+00:00,okka666,2026-01-26,IG @badangizinasional.ri,Kontra,wooo korup korupp korupppp wooo tablet korup motor korupp
18110462392909500,#stopmbg BUBARKAN MBG!!! 🙌,bubar makan gizi gratis,1,False,2026-04-26 07:38:55+00:00,refinadya07,2026-01-26,IG @badangizinasional.ri,Kontra,bubarkan makan bergizi gratis
18416431600131326,Buang2 duit Unfaedah,buang uang unfaedah,1,False,2026-04-27 14:55:00+00:00,gojali_iman,2026-01-26,IG @badangizinasional.ri,Kontra,buang uang unfaedah
17862567192563999,Isinya KORUPSI SMUA anjeer”,isi korupsi anjeer,1,False,2026-04-24 03:55:52+00:00,musya_mir7,2026-01-26,IG @badangizinasional.ri,Kontra,isinya korupsi semua anjeer
18110949388889922,"BGN sarang KORUPTOR 🔥🔥🔥. DIKRITIK DIAM, TAPI KALAU DADAN ANJING DIHINA MARAH....",badan gizi nasional sarang koruptor kritik diam tapi dad anjing hina marah,1,False,2026-04-25 04:14:50+00:00,kresna.w,2026-01-26,IG @badangizinasional.ri,Kontra,badan gizi nasional sarang koruptor dikritik diam tapi kalau dadan anjing dihina marah
18053469488504981,bubarin BGN bngsatttt!!! ngabisin anggaran doang,bubarin badan gizi nasional bngsatttt ngabisin anggar doang,1,False,2026-04-13 13:25:43+00:00,ekkoju17,2026-01-26,IG @badangizinasional.ri,Kontra,bubarin badan gizi nasional bngsatttt ngabisin anggaran doang
18099840763812494,"INI PROYEK KORUPSI,BUKAN PRAGRAM PEMERINTAH,INGAT YAAA WARGA +61",proyek korupsibukan pragram pemerintahingat yaaa warga,1,False,2026-04-14 07:11:32+00:00,lactobasilusprotectus,2026-01-26,IG @badangizinasional.ri,Kontra,ini proyek korupsibukan pragram pemerintahingat yaaa warga
17999686265749610,"Btw buat zoom berapa anggaran ... Dear Pak kepala MBG, anak-anak sekolah butuh protein, bukan butuh liat bapak rapat pakai virtual background mahal. Jangan sampai judulnya Makan Bergizi, tapi prakteknya Makan Anggaran. Kalau manajemen dasarnya aja sudah boros di hal sepele, gimana mau ngurusin logistik makanan seindonesia??? Jangan bikin rakyat makin lapar gara-gara birokrasi yang kekenyangan fasilitas...",ngomong ngomong zoom berapa anggar dear kepala makan gizi gratis anakanak sekolah butuh protein butuh liat bapak rapat pakai virtual background mahal judul makan gizi tapi praktek makan anggar manajemen dasar boros sepele ngurusin logistik makan indonesia bikin rakyat makin lapar garagara birokrasi kenyang fasilitas,1,False,2026-04-24 14:59:58+00:00,gajali_ahmad_____,2026-01-26,IG @badangizinasional.ri,Kontra,ngomong ngomong untuk zoom berapa anggaran dear pak kepala makan bergizi gratis anakanak sekolah butuh protein bukan butuh liat bapak rapat pakai virtual background mahal jangan sampai judulnya makan bergizi tapi prakteknya makan anggaran kalau manajemen dasarnya saja sudah boros di hal sepele bagaimana mau ngurusin logistik makanan seindonesia jangan bikin rakyat makin lapar garagara birokrasi yang kekenyangan fasilitas
17962202171915218,"Pak @prabowo apakah anda tidak mendengar jeritan rakyat, melihat keluhan rakyat ?",apakah dengar jerit rakyat lihat keluh rakyat,1,False,2026-04-18 15:08:55+00:00,maulanairham17,2026-01-26,IG @badangizinasional.ri,Kontra,pak apakah anda tidak mendengar jeritan rakyat melihat keluhan rakyat
18577480813003250,PROPAGANDA SI WOWOK,propaganda si wowok,1,False,2026-04-07 07:01:25+00:00,hollahaena,2026-01-26,IG @badangizinasional.ri,Kontra,propaganda si wowok
17884412739510219,"MBG= Maling Berkedok Gizi, Makanan Beracun Gratis, Mark Up Bersama Gratis 🙌 ✅🫵🏻",makan gizi gratis maling kedok gizi makan racun gratis mark up sama gratis,1,False,2026-04-24 05:42:55+00:00,irsyad_maulana23,2026-01-26,IG @badangizinasional.ri,Kontra,makan bergizi gratis maling berkedok gizi makanan beracun gratis mark up bersama gratis
18107906368796151,"Heran, satupun gak ada komentar yang mendukung 😭",heran satu komentar dukung,1,False,2026-02-27 17:28:05+00:00,maldy_fly,2026-01-26,IG @badangizinasional.ri,Netral,heran satupun tidak ada komentar yang mendukung
18109654678859864,SARANG KORUPSI,sarang korupsi,6,True,2026-04-14 07:11:46+00:00,lactobasilusprotectus,2026-01-26,IG @badangizinasional.ri,Kontra,sarang korupsi
18093230173824772,Woi byk yg keracunan gr” ni proyekk stop gk😢,woi racun gr proyekk stop,1,False,2026-02-11 22:37:35+00:00,jimmye589,2026-01-26,IG @badangizinasional.ri,Kontra,woi banyak yang keracunan gr ini proyekk stop tidak
17884471293378716,STOP MBG PROYEK TIDAK BERGUNA,stop makan gizi gratis proyek guna,1,False,2026-04-07 06:30:06+00:00,arieefi,2026-01-26,IG @badangizinasional.ri,Kontra,stop makan bergizi gratis proyek tidak berguna
18303041692263722,"lucu bgt sih kripik tempe,kacang garuda wkwkwkwk pada bisa kerja gak sih ini orang2 badan gizi nasional???",lucu kripik tempekacang garuda kerja orang badan gizi nasional,1,False,2026-02-25 06:33:29+00:00,cindycintiam_,2026-01-26,IG @badangizinasional.ri,Kontra,lucu banget sih kripik tempekacang garuda haha pada bisa kerja tidak sih ini orang badan gizi nasional
17954058648107932,Cairrr cuy,cairrr cuy,1,False,2026-04-18 02:46:18+00:00,bryandandies,2026-01-26,IG @badangizinasional.ri,Kontra,cairrr cuy
18308038567282629,"INFO GAJI CAPEK BANGUN SUBUH
GAJI STAFF MBG DONG PAK
Sudah bulan 2 nih 
Bulan 1 kemarin kami ngak dapat gaji",informasi gaji capek bangun subuh gaji staff makan gizi gratis bulan bulan ngak dapat gaji,76,True,2026-02-02 20:43:22+00:00,tisya2548,2026-01-26,IG @badangizinasional.ri,Kontra,informasi gaji capek bangun subuh gaji staff makan bergizi gratis dong pak sudah bulan ini bulan kemarin kami ngak dapat gaji
17893575321304780,BGN KNTL!,badan gizi nasional kntl,1,False,2026-04-08 06:23:52+00:00,bonjengboys,2026-01-26,IG @badangizinasional.ri,Kontra,badan gizi nasional kntl
18075938204418436,SARANG KORUPTOR NGENTOT,sarang koruptor ngentot,1,False,2026-03-16 19:43:37+00:00,virgiians,2026-01-26,IG @badangizinasional.ri,Kontra,sarang koruptor ngentot
18103127692883554,Keracunan kok dimana mana,racun mana,1,False,2026-02-11 03:55:58+00:00,elfaqieeh,2026-01-26,IG @badangizinasional.ri,Kontra,keracunan kok dimana mana
18094242940880114,Motor baru ya,motor baru,1,False,2026-04-08 18:37:37+00:00,raden_silaen,2026-01-26,IG @badangizinasional.ri,Kontra,motor baru ya
17954160671960110,"Programnya bagus masa iya Sandwich Panelnya pake yang biasa aja buat SPPGnya. Pake SUBZERO dong. Selain kualitas tinggi, Sandwich panel SUBZERO mengandung anti bacterial yang bisa membuat bakteri tidak berkembang lohhh. AMAN BANGETKAN UNTUK ANAK-ANAK BANGSA 😍😍🔥🙌",program bagus masa iya sandwich panel pakai biasa sppgnya pakai subzero selain kualitas tinggi sandwich panel subzero kandung anti bacterial buat bakteri kembang lohhh aman banget anakanak bangsa,6,True,2026-04-23 04:33:47+00:00,subzero_panel,2026-01-26,IG @badangizinasional.ri,Netral,programnya bagus masa iya sandwich panelnya pakai yang biasa saja untuk sppgnya pakai subzero dong selain kualitas tinggi sandwich panel subzero mengandung anti bacterial yang bisa membuat bakteri tidak berkembang lohhh aman bangetkan untuk anakanak bangsa
18434698909186892,Udah gatau maunkomentar apa lagi😢,gatau maunkomentar,1,False,2026-04-15 18:11:47+00:00,fikrinaufal22,2026-01-26,IG @badangizinasional.ri,Kontra,sudah gatau maunkomentar apa lagi
18043128557547065,Itu beritanya ada anak min 2 kethun ProV.bengkulu meninggal dunia tlng atensi nya @prabowo,berita anak admin kethun provbengkulu tinggal dunia tlng atensi,1,False,2026-04-20 13:50:44+00:00,wahyuhidayat007,2026-01-26,IG @badangizinasional.ri,Kontra,itu beritanya ada anak admin kethun provbengkulu meninggal dunia tlng atensi nya
18093545396152672,Program gak jelas,program jelas,3,True,2026-03-27 06:14:07+00:00,risa_amd.keb,2026-01-26,IG @badangizinasional.ri,Kontra,program tidak jelas
17891167008422994,"Kenapa sii batu banget 👊 rakyat udah minta berentiin mbg, tapi masih tetep aja dijalanin. Jangan serakah 🤨 anggaran untuk keseharan dan pendidikan jauh lebih dibutuhkan.",kenapa sii batu rakyat minta berentiin makan gizi gratis tapi tetep dijalanin serakah anggar keseharan didik jauh butuh,1,False,2026-02-25 13:31:42+00:00,dwiastuti1727,2026-01-26,IG @badangizinasional.ri,Kontra,kenapa sii batu banget rakyat sudah minta berentiin makan bergizi gratis tapi masih tetep saja dijalanin jangan serakah anggaran untuk keseharan dan pendidikan jauh lebih dibutuhkan
18088893398245778,Oh jadi ini MBG yg banyak diceritakan orang,makan gizi gratis cerita orang,1,False,2026-04-10 14:41:57+00:00,lazuardynurilahi,2026-01-26,IG @badangizinasional.ri,Netral,oh jadi ini makan bergizi gratis yang banyak diceritakan orang
18326028778271762,Coba tebak anggaran untuk pembuatan jingle terbaru yang luar biasa ini..,tebak anggar buat jingle baru biasa,1,False,2026-04-09 14:18:07+00:00,feryedwin,2026-01-26,IG @badangizinasional.ri,Kontra,coba tebak anggaran untuk pembuatan jingle terbaru yang luar biasa ini
18096000671150584,1 rupiah dana yang dicuri bakal jadi penyakit kronis entah keluarganya hancur atau hati yang gak tenang😂 tuhan gk tidur.,rupiah dana curi bakal sakit kronis entah keluarga hancur hati tenang tuhan tidur,1,False,2026-04-22 04:34:32+00:00,yynadamas_,2026-01-26,IG @badangizinasional.ri,Kontra,rupiah dana yang dicuri bakal jadi penyakit kronis entah keluarganya hancur atau hati yang tidak tenang tuhan tidak tidur
17983722494991203,"kasih gaji tinggi udah, kasih motor udah, bentar lagi kasih mobil, trus bus, helikopter trus pesawat sekalian sana",kasih gaji tinggi kasih motor bentar kasih mobil bus helikopter pesawat sekali,1,False,2026-04-07 16:19:59+00:00,rendrakf,2026-01-26,IG @badangizinasional.ri,Kontra,kasih gaji tinggi sudah kasih motor sudah bentar lagi kasih mobil terus bus helikopter terus pesawat sekalian sana
17982469793954231,HATI HATI YANG PUNYA RUMAH KOSONG ENTAR DI JADIKAN DAPUR MBG DADAKAN KAYAK DI SURABAYA,hati hati rumah kosong entar jadi dapur makan gizi gratis dada kayak surabaya,1,False,2026-01-26 13:32:57+00:00,riyu04_omar,2026-01-26,IG @badangizinasional.ri,Kontra,hati hati yang punya rumah kosong entar di jadikan dapur makan bergizi gratis dadakan kayak di surabaya
